restaurant_id,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link,price_for_one
2470,Baap Of Biryani,4,"Biryani, North Indian, Street Food, Fast Food, Chinese, Mughlai",68,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/baap-of-biryani-bannerghatta-road-bangalore/order,250
2471,Polar Bear,4.5,"Ice Cream, Beverages, Shake",4434,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/polar-bear-1-malleshwaram/order,175
2472,Itminaan Matka Biryani - Slow Cooked,3.9,"Biryani, North Indian, Desserts",181,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/itminaan-matka-biryani-slow-cooked-1-whitefield-bangalore/order,250
2473,Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.6,"Ice Cream, Desserts",757,"Peenya, Bangalore",77.5273253,13.0329419,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-1-peenya-bangalore/order,100
2474,Biriyani Zone,3.9,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Ice Cream, Beverages",3606,"CV Raman Nagar, Bangalore",77.6638971,12.9856596,https://www.zomato.com/bangalore/biriyani-zone-cv-raman-nagar-bangalore/order,400
2475,Tasty Kebab & Rolls Corner,2.6,"Chinese, Rolls, Sandwich, Sichuan",22,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/tasty-kebab-rolls-corner-yeshwantpur-bangalore/order,200
2476,The Betel Leaf Co - Originally from Bangalore,4.3,"Paan, Desserts",352,"Koramangala 6th Block, Bangalore",77.6238477,12.9390255,https://www.zomato.com/bangalore/the-betel-leaf-co-originally-from-bangalore-koramangala-6th-block-bangalore/order,200
2477,Kachori Chowk,4,"North Indian, Street Food",168,"Koramangala 6th Block, Bangalore",77.6238477,12.9390255,https://www.zomato.com/bangalore/kachori-chowk-koramangala-6th-block-bangalore/order,100
2478,Sector 17 Davanagere Benne Dosa Hotel,0,South Indian,6,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/sector-17-davanagere-benne-dosa-hotel-banashankari-bangalore/order,75
2479,Khichadiwala,4.3,"North Indian, Healthy Food",11100,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/khichadiwala-hsr-bangalore/order,100
2480,Kanti Sweets,4.2,"Mithai, Street Food",6808,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/kanti-sweets-hsr/order,50
2481,Kerala Mess,3.4,"Kerala, North Indian, Biryani",16900,"Nagawara, Bangalore",77.6209093,13.0431413,https://www.zomato.com/bangalore/kerala-mess-nagawara/order,100
2482,MOJO Pizza - 2X Toppings,4.3,"Pizza, Fast Food, Desserts, Beverages",14700,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-bannerghatta-road-bangalore/order,250
2483,Nandini Deluxe,3.8,"North Indian, Mughlai, Andhra, Seafood, Chinese, Biryani",7892,"Banaswadi, Bangalore",77.6518539,13.0141618,https://www.zomato.com/bangalore/nandini-deluxe-banaswadi-bangalore/order,400
2484,The Momo Co.,4,"Chinese, Momos, Desserts, Beverages, Sichuan",153,"Sanjay Nagar, Bangalore",77.6958748,12.9578658,https://www.zomato.com/bangalore/the-momo-co-sanjay-nagar-bangalore/order,250
2485,Mushroom Donne Biryani House,0,"Biryani, Fast Food, Chinese, Sandwich",0,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/mushroom-donne-biryani-house-whitefield-bangalore/order,200
2486,Pizza Hut,3.7,"Pizza, Fast Food, Desserts, Beverages",9295,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/pizza-hut-1-electronic-city/order,300
2487,After One 90,2.9,"South Indian, North Indian, Kebab, Rolls, Street Food",21,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/after-one-90-1-malleshwaram-bangalore/order,250
2488,Puran da Dhaba - The Pride Hotel,3.2,North Indian,12,"The Pride Hotel, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/puran-da-dhaba-the-pride-hotel-richmond-road/order,850
2489,Faasos - Wraps & Rolls,4.1,"Rolls, Wraps, Fast Food",3652,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/faasos-wraps-rolls-jayanagar-bangalore/order,150
2490,Samosa Singh,3.4,"Street Food, Fast Food, Tea, North Indian",413,"KR Puram, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/samosa-singh-kr-puram-bangalore/order,200
2491,Cake Junction,2.8,"Bakery, Shake",24,"Kaggadasapura, Bangalore",77.6790908,12.9846713,https://www.zomato.com/bangalore/cake-junction-kaggadasapura-bangalore/order,100
2492,Tandoor Hut,4.2,"North Indian, Mughlai, Chinese, Fast Food, Sichuan",2276,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/tandoor-hut-koramangala-5th-block/order,175
2493,Shahi Dibba,3.6,"Biryani, Mughlai, Rolls",28,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/shahi-dibba-electronic-city-bangalore/order,150
2494,Smoor,4.2,"Bakery, Desserts",161,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/smoor-sarjapur-road-bangalore/order,150
2495,Udupi Ruchi Grand,3.9,"South Indian, North Indian, Chinese, Beverages, Street Food, Desserts, Fast Food, Sichuan",18500,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/udupi-ruchi-grand-banashankari-bangalore/order,250
2496,ITC Master Chef Creations,4.1,"North Indian, Biryani, Mughlai, Rolls, Kebab, Desserts, Modern Indian",734,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/itc-master-chef-creations-jp-nagar-bangalore/order,350
2497,Rajasthani Dhaba,3.7,"Rajasthani, North Indian",912,"Shanti Nagar, Bangalore",77.5979099,12.9575547,https://www.zomato.com/bangalore/rajasthani-dhaba-shanti-nagar-bangalore/order,200
2498,Chinese Wok,3.8,"Chinese, Momos, Sichuan",713,"Kumaraswamy Layout, Bangalore",77.5553179,12.9081487,https://www.zomato.com/bangalore/chinese-wok-kumaraswamy-layout-bangalore/order,250
2499,The Pizza Bakery,4.1,"Pizza, Pasta, Italian, Desserts, Continental, Beverages",1496,"Sanjay Nagar, Bangalore",77.6958748,12.9578658,https://www.zomato.com/bangalore/the-pizza-bakery-sanjay-nagar-bangalore/order,400
2500,Kolkata Durbar,3.7,"Biryani, Rolls, Mughlai, North Indian",724,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/kolkata-durbar-btm-bangalore/order,150
2501,MBR Dum Biryani County,3.8,"Chinese, Rolls, North Indian",1131,"Bommasandra, Bangalore",77.6916113,12.8162443,https://www.zomato.com/bangalore/mbr-dum-biryani-county-bommasandra/order,150
2502,FB Cakes,3.5,Bakery,341,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/fb-cakes-jp-nagar-bangalore/order,175
2503,Leon's Burgers & Wings,4.4,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages",2693,"Frazer Town, Bangalore",77.6130165,12.996845,https://www.zomato.com/bangalore/leons-burgers-wings-frazer-town-bangalore/order,200
2504,Starbucks Coffee,4.2,"Cafe, Beverages, Desserts",958,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/starbucks-coffee-1-bannerghatta-road-bangalore/order,300
2505,Louis Burger,4,"Burger, Fast Food",905,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/louis-burger-whitefield-bangalore/order,350
2506,Grill Daddy,4.1,"Fast Food, Pizza, Burger, Steak, Sandwich, Continental, Beverages, Desserts",2029,"Koramangala 1st Block, Bangalore",77.6308832,12.9275886,https://www.zomato.com/bangalore/grill-daddy-koramangala-1st-block-bangalore/order,250
2507,Le Arabia,3.4,"Arabian, North Indian, Chinese, Fast Food, Beverages, Desserts",2432,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/le-arabia-marathahalli-bangalore/order,400
2508,Sri Krishna Bhavan,4,"South Indian, North Indian",281,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/sri-krishna-bhavan-kalyan-nagar/order,125
2509,Khichdi Kahani,3.2,North Indian,6,"Rammurthy Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/khichdi-kahani-rammurthy-nagar-bangalore/order,300
2510,New Biryani Paradise,3.7,"Biryani, Kebab, Chinese, North Indian",44,"Nagarbhavi, Bangalore",77.51126721,12.95961755,https://www.zomato.com/bangalore/new-biryani-paradise-nagarbhavi-bangalore/order,150
2511,Mutton Kabab & Rolls House,3.3,"Rolls, Fast Food, Beverages",542,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/mutton-kabab-rolls-house-new-bel-road-bangalore/order,150
2512,Kullad Cafe,3.9,"North Indian, Fast Food, Street Food, Shake, Beverages",36700,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/kullad-cafe-btm/order,200
2513,Curries 'N' Phulkas,3.4,North Indian,3230,"Bommasandra, Bangalore",77.6916113,12.8162443,https://www.zomato.com/bangalore/curries-n-phulkas-bommasandra-bangalore/order,100
2514,Oye Paratha - Makhan Mar Ke,4.1,"North Indian, Street Food",329,"Kumaraswamy Layout, Bangalore",77.5553179,12.9081487,https://www.zomato.com/bangalore/oye-paratha-makhan-mar-ke-kumaraswamy-layout-bangalore/order,100
2515,Ondu Biryani Kathe,3.7,"Biryani, South Indian",50,"Rammurthy Nagar, Bangalore",77.5553179,12.9081487,https://www.zomato.com/bangalore/ondu-biryani-kathe-rammurthy-nagar-bangalore/order,250
2516,Sandy Ka Sandwich,0,"Sandwich, Rolls, Fast Food",0,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/sandy-ka-sandwich-jp-nagar-bangalore/order,100
2517,Behrouz Biryani,4.2,"Biryani, Kebab, Hyderabadi, Lucknowi",4945,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/behrouz-biryani-bannerghatta-road-bangalore/order,500
2518,Highway On The Plate,0,"North Indian, Rolls",0,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/highway-on-the-plate-whitefield-bangalore/order,200
2519,Kolkata King Rolls,4,"Rolls, North Indian, Chinese, Fast Food",88,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/kolkata-king-rolls-jp-nagar-bangalore/order,175
2520,Burger Fans,0,"Burger, Sandwich, Fast Food, Beverages",0,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/burger-fans-btm-bangalore/order,100
2521,UBQ By Barbeque Nation,3.8,"North Indian, BBQ, Biryani, Kebab",4379,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/ubq-by-barbeque-nation-electronic-city-bangalore/order,300
2522,Punjabites By Empire,3,"Biryani, Chinese",21,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/punjabites-by-empire-kalyan-nagar-bangalore/order,200
2523,Vapor Kitchen,0,"Fast Food, Rolls",5,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/vapor-kitchen-kammanahalli-bangalore/order,150
2524,Chung Wah's,2.9,"Chinese, Thai, Vietnamese, Sichuan",23,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/chung-wahs-1-whitefield-bangalore/order,200
2525,Cakebee,4.3,"Bakery, Desserts",246,"KR Puram, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/cakebee-kr-puram-bangalore/order,150
2526,Mealful Rolls - India's Biggest Rolls,3.9,"Rolls, Fast Food, North Indian, Desserts, Beverages",385,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/mealful-rolls-indias-biggest-rolls-1-marathahalli-bangalore/order,200
2527,Dilwale Restaurant,3.8,"Mughlai, North Indian, Chinese, Beverages, Fast Food, Rolls, Desserts, Kebab",55,"Shivajinagar, Bangalore",77.6075416,12.986391,https://www.zomato.com/bangalore/dilwale-restaurant-shivajinagar-bangalore/order,225
2528,Khichdi Central,3.3,North Indian,2,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/khichdi-central-bannerghatta-road-bangalore/order,200
2529,Veg Daawat By Behrouz,4,"Biryani, Mughlai, North Indian",3,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/veg-daawat-by-behrouz-1-jp-nagar-bangalore/order,300
2530,Lakshmi Juice Centre,4.3,"Beverages, Juices, Ice Cream, Shake",178,"Seshadripuram, Bangalore",77.5753419,12.9931876,https://www.zomato.com/bangalore/lakshmi-juice-centre-1-seshadripuram-bangalore/order,100
2531,Kerala Food Club,4.1,"Kerala, Seafood, Biryani",4434,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/kerala-food-club-bommanahalli-bangalore/order,250
2532,UP Style North Indian Food,4.2,North Indian,697,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/up-style-north-indian-food-jayanagar/order,50
2533,Between The Bread,4.2,Sandwich,80,"Varthur Main Road, Whitefield, Bangalore",77.7471103,12.9413238,https://www.zomato.com/bangalore/between-the-bread-varthur-main-road-whitefield-bangalore/order,200
2534,Naan King,4.1,"North Indian, Fast Food, Beverages",107,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/naan-king-whitefield-bangalore/order,150
2535,Anagha Grand Veg,4,"South Indian, Chinese, Street Food, North Indian, Fast Food, Desserts, Beverages, Sichuan",1294,"Uttarahalli, Bangalore",77.5455438,12.9055682,https://www.zomato.com/bangalore/anagha-grand-veg-1-uttarahalli-bangalore/order,200
2536,Popular Burger,4,"Burger, Sandwich, Rolls, Wraps, Fast Food",8938,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/popular-burger-electronic-city-bangalore/order,125
2537,Sampradaya,4.1,Mithai,137,"Rammurthy Nagar, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/sampradaya-rammurthy-nagar-bangalore/order,200
2538,Sri SLV Bhavan,3.9,"South Indian, Chinese, North Indian, Street Food, Beverages",344,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/sri-slv-bhavan-bannerghatta-road-bangalore/order,200
2539,Sri Udupi Park,4,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Beverages",683,"KR Puram, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/sri-udupi-park-kr-puram-bangalore/order,250
2540,Darby's Pastries,4.2,Bakery,83,"Kaggadasapura, Bangalore",77.6790908,12.9846713,https://www.zomato.com/bangalore/darbys-pastries-kaggadasapura-bangalore/order,100
2541,Hatti Kaapi,3.6,"Beverages, Fast Food, Coffee",2024,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/hatti-kaapi-indiranagar-bangalore/order,200
2542,Ovenstory Pizza,3.8,"Pizza, Fast Food",910,"Shanti Nagar, Bangalore",77.5979099,12.9575547,https://www.zomato.com/bangalore/ovenstory-pizza-1-shanti-nagar-bangalore/order,300
2543,Indiana Burgers,4.1,"Burger, Rolls, Beverages, Desserts, Shake",2832,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/indiana-burgers-kalyan-nagar-bangalore/order,250
2544,Cold Stone Creamery,4.3,"Ice Cream, Desserts, Waffle, Shake, Beverages",3625,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/cold-stone-creamery-brookefield-bangalore/order,200
2545,Hebe's,3.9,"Healthy Food, Pizza, Continental, Sandwich, Pasta, Beverages",1262,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/hebes-hsr-bangalore/order,250
2546,Karama Restaurant,4,"Arabian, Mughlai, Seafood, North Indian, Kashmiri, Biryani, Desserts",15100,"Frazer Town, Bangalore",77.6130165,12.996845,https://www.zomato.com/bangalore/karama-restaurant-frazer-town/order,500
2547,Donne Biriyani Mane,3.5,"Biryani, South Indian, Chinese, North Indian, Seafood",3804,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/donne-biriyani-mane-kalyan-nagar-bangalore/order,200
2548,Kerala Malanadan Kitchen,3.3,"South Indian, Biryani",102,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/kerala-malanadan-kitchen-kalyan-nagar-bangalore/order,100
2549,The ThickShake Factory,4.1,"Ice Cream, Shake, Desserts, Tea, Beverages",1092,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/the-thickshake-factory-1-hsr-bangalore/order,250
2550,Om Sai Ram Food Junction,3.7,"North Indian, Chinese, Biryani",1325,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/om-sai-ram-food-junction-new-bel-road-bangalore/order,100
2551,Subway,4,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps",6361,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/subway-2-bannerghatta-road/order,200
2552,BigBites,4,"Fast Food, Momos, Street Food",8,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/bigbites-jayanagar-bangalore/order,250
2553,Mithila Bhojanalaya,3.9,"North Indian, Chinese",792,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/mithila-bhojanalaya-marathahalli-bangalore/order,100
2554,Kailash Parbat,3.9,"North Indian, Street Food, Beverages",231,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/kailash-parbat-1-hsr-bangalore/order,300
2555,FreshMenu,3.7,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",21700,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/freshmenu-rajajinagar/order,250
2556,Gramin,4.1,"North Indian, Healthy Food, Beverages, Shake",6037,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/gramin-koramangala-7th-block-bangalore/order,500
2557,Udupi Vaibhav,3.9,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Beverages, Juices, Shake",2223,"Hennur, Bangalore",77.6305067,13.0258087,https://www.zomato.com/bangalore/udupi-vaibhav-hennur-bangalore/order,200
2558,Reddy Restaurant,4.1,South Indian,250,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/reddy-restaurant-electronic-city-bangalore/order,150
2559,Chapathi Box,0,"North Indian, Rolls",0,"Koramangala 8th Block, Bangalore",77.617338,12.9408685,https://www.zomato.com/bangalore/chapathi-box-koramangala-8th-block-bangalore/order,150
2560,Sizzling Tawa,4.3,"Chinese, Momos, Rolls, Thai",82,"Bommasandra, Bangalore",77.6916113,12.8162443,https://www.zomato.com/bangalore/sizzling-tawa-bommasandra-bangalore/order,250
2561,Burger Man,3.4,Burger,2761,"Jalahalli, Bangalore",77.5483803,13.0464531,https://www.zomato.com/bangalore/burger-man-jalahalli-bangalore/order,100
2562,Barbeque Nation,3.5,"Street Food, Mughlai, Biryani, North Indian, Desserts, Beverages, Bar Food",74,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/barbeque-nation-1-koramangala-7th-block-bangalore/order,800
2563,Om Ganesha Fruit Juice Center,3.5,"Juices, Beverages, Shake",14,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/om-ganesha-fruit-juice-center-banashankari-bangalore/order,50
